chapter	path	kind	status	render_bytes	ref_bytes	render_sha16	ref_sha16	dimensions_match	pixel_diff_pct	pixels_differing	pixels_total	allowlisted	classification
missing_data	figure-html/unnamed-chunk-19-1.png	image	match	87073	87073	df14728a5b783e3c	df14728a5b783e3c	NA	NA	NA	NA	no	
missing_data	figure-html/unnamed-chunk-20-1.png	image	match	115952	115952	f8f69a578546f549	f8f69a578546f549	NA	NA	NA	NA	no	
missing_data	figure-html/unnamed-chunk-21-1.png	image	match	34304	34304	9f1ce8af46aee136	9f1ce8af46aee136	NA	NA	NA	NA	no	
missing_data	figure-html/unnamed-chunk-22-1.png	image	match	227841	227841	6c5f1a54e4b7049c	6c5f1a54e4b7049c	NA	NA	NA	NA	no	
missing_data	figure-html/unnamed-chunk-23-1.png	image	match	85802	85802	ba2005322d2d798f	ba2005322d2d798f	NA	NA	NA	NA	no	
missing_data	figure-html/unnamed-chunk-24-1.png	image	match	95994	95994	5ad24be7d83ff597	5ad24be7d83ff597	NA	NA	NA	NA	no	
missing_data	figure-html/unnamed-chunk-26-1.png	image	match	74202	74202	68761e3f284bf5d5	68761e3f284bf5d5	NA	NA	NA	NA	no	
missing_data	figure-html/unnamed-chunk-29-1.png	image	match	112288	112288	0d31b8744cbb7a61	0d31b8744cbb7a61	NA	NA	NA	NA	no	
moving_average	figure-html/unnamed-chunk-10-1.png	image	match	40658	40658	b3f5efd7b72e0a56	b3f5efd7b72e0a56	NA	NA	NA	NA	no	
moving_average	figure-html/unnamed-chunk-13-1.png	image	match	114146	114146	c623bf86a77da597	c623bf86a77da597	NA	NA	NA	NA	no	
moving_average	figure-html/unnamed-chunk-14-1.png	image	match	88204	88204	25b3d598f597eb2e	25b3d598f597eb2e	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_adding_sampledata-1.png	image	match	444928	444928	3712a54ea83b05a1	3712a54ea83b05a1	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_collapse_452-1.png	image	match	342762	342762	32eaf7bb79d22722	32eaf7bb79d22722	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_example_formats-1.png	image	match	18073	18073	969fe1229faf401c	969fe1229faf401c	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_example_formats-2.png	image	match	22685	22685	d6aac944e803d249	d6aac944e803d249	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_example_formats-3.png	image	match	17531	17531	5031d4aecf8ff4d2	5031d4aecf8ff4d2	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_example_formats-4.png	image	match	107384	107384	2aa039717716d2ed	2aa039717716d2ed	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_inspect_subset_example-1.png	image	match	152901	152901	76049ab8abc38ad7	76049ab8abc38ad7	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_overview_graph-1.png	image	match	234417	234417	3a5b65d27ab770e5	3a5b65d27ab770e5	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_rotating_1-1.png	image	match	121986	121986	ea915de7cccfcea1	ea915de7cccfcea1	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_rotating_2-1.png	image	match	124718	124718	4e20bf6a55cdcff1	4e20bf6a55cdcff1	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap-1.png	image	match	71576	71576	7645295af7ac894b	7645295af7ac894b	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap_cip_MIC-1.png	image	match	171912	171912	6a9e9f866243a442	6a9e9f866243a442	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap_cip_genes-1.png	image	match	179706	179706	9bf1f9b3296a1406	9bf1f9b3296a1406	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap_gender-1.png	image	match	161254	161254	a525041d8dd49f8f	a525041d8dd49f8f	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap_linear_1-1.png	image	match	40532	40532	0719ff2bfcc90a0e	0719ff2bfcc90a0e	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap_linear_2-1.png	image	match	99187	99187	f3e4d0cb28a96321	f3e4d0cb28a96321	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap_linear_3-1.png	image	match	115897	115897	82720a859660b4ea	82720a859660b4ea	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_sampledata_heatmap_linear_4-1.png	image	match	115395	115395	d3a508690b716d80	d3a508690b716d80	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_subsetting-1.png	image	match	552578	552578	ab99ce4ae8be6142	ab99ce4ae8be6142	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_zoom_in-1.png	image	match	327022	327022	c41a9a8b2fd1a705	c41a9a8b2fd1a705	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/phylogenetic_trees_zoom_in_452-1.png	image	match	120690	120690	5039a0e557197ac7	5039a0e557197ac7	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/unnamed-chunk-12-1.png	image	match	343249	343249	9c42f65118ac5a34	9c42f65118ac5a34	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/unnamed-chunk-14-1.png	image	match	38154	38154	ec8057a791a74c1e	ec8057a791a74c1e	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/unnamed-chunk-16-1.png	image	match	38298	38298	785514a01e2172a7	785514a01e2172a7	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/unnamed-chunk-17-1.png	image	match	125799	125799	d99a8f4d845592d1	d99a8f4d845592d1	NA	NA	NA	NA	no	
phylogenetic_trees	figure-html/unnamed-chunk-18-1.png	image	match	126970	126970	a822746cd3a087ce	a822746cd3a087ce	NA	NA	NA	NA	no	
pivoting	figure-html/unnamed-chunk-10-1.png	image	match	19479	19479	2fe2676ca9d29783	2fe2676ca9d29783	NA	NA	NA	NA	no	
pivoting	figure-html/unnamed-chunk-16-1.png	image	match	35192	35192	bba55ead57d6b693	bba55ead57d6b693	NA	NA	NA	NA	no	
pivoting	figure-html/unnamed-chunk-17-1.png	image	match	31932	31932	217f56e386108b08	217f56e386108b08	NA	NA	NA	NA	no	
pivoting	figure-html/unnamed-chunk-23-1.png	image	match	20786	20786	77f0f8fb35eba86f	77f0f8fb35eba86f	NA	NA	NA	NA	no	
pivoting	figure-html/unnamed-chunk-27-1.png	image	match	19176	19176	e1576aaa512babe8	e1576aaa512babe8	NA	NA	NA	NA	no	
pivoting	figure-html/unnamed-chunk-34-1.png	image	match	25202	25202	6c54435d41cf889c	6c54435d41cf889c	NA	NA	NA	NA	no	
regression	figure-html/easystats_forest-1.png	image	match	65184	65184	2b899404932de516	2b899404932de516	NA	NA	NA	NA	no	
regression	figure-html/geom_smooth-1.png	image	match	138971	138971	3dd575eb30cb4400	3dd575eb30cb4400	NA	NA	NA	NA	no	
regression	figure-html/ggplot_forest-1.png	image	match	28634	28634	42a381c4279f53e7	42a381c4279f53e7	NA	NA	NA	NA	no	
regression	figure-html/lin_reg_res_plot-1.png	image	match	137249	137249	d172fe7e36bd9028	d172fe7e36bd9028	NA	NA	NA	NA	no	
shiny_basics	figure-html/unnamed-chunk-25-1.png	image	match	32273	32273	6e38959aee391a64	6e38959aee391a64	NA	NA	NA	NA	no	
shiny_basics	figure-html/unnamed-chunk-8-1.png	image	match	32431	32431	479bea2d9fa57ac1	479bea2d9fa57ac1	NA	NA	NA	NA	no	
stat_tests	figure-html/unnamed-chunk-20-1.png	image	match	28600	28600	69e37b4918fa5f65	69e37b4918fa5f65	NA	NA	NA	NA	no	
survey_analysis	figure-html/visualise_population_flow-1.png	image	match	48724	48724	b1b6396bc7f31afe	b1b6396bc7f31afe	NA	NA	NA	NA	no	
survey_analysis	figure-html/weighted_age_pyramid-1.png	image	match	92666	92666	46285ab72f1abb0f	46285ab72f1abb0f	NA	NA	NA	NA	no	
survival_analysis	figure-html/forestp-1.png	image	match	35093	35093	05dbcbcf2ad7aafc	05dbcbcf2ad7aafc	NA	NA	NA	NA	no	
survival_analysis	figure-html/unnamed-chunk-13-1.png	image	match	21279	21279	92adc8316939248e	92adc8316939248e	NA	NA	NA	NA	no	
survival_analysis	figure-html/unnamed-chunk-14-1.png	image	match	26595	26595	116d86eda5829324	116d86eda5829324	NA	NA	NA	NA	no	
survival_analysis	figure-html/unnamed-chunk-15-1.png	image	match	38482	38482	e872c5d6530eb19e	e872c5d6530eb19e	NA	NA	NA	NA	no	
survival_analysis	figure-html/unnamed-chunk-17-1.png	image	match	78321	78321	4061056a23d4c888	4061056a23d4c888	NA	NA	NA	NA	no	
survival_analysis	figure-html/unnamed-chunk-18-1.png	image	match	88742	88742	32370d110cd93f2d	32370d110cd93f2d	NA	NA	NA	NA	no	
survival_analysis	figure-html/unnamed-chunk-19-1.png	image	match	160991	160991	f1347338977ac036	f1347338977ac036	NA	NA	NA	NA	no	
survival_analysis	figure-html/unnamed-chunk-28-1.png	image	match	21026	21026	7319a34e7bb0b40c	7319a34e7bb0b40c	NA	NA	NA	NA	no	
tables_descriptive	figure-html/unnamed-chunk-29-1.png	image	match	30768	30768	1a84861515de5fae	1a84861515de5fae	NA	NA	NA	NA	no	
time_series	figure-html/autocorrelation-1.png	image	match	27020	27020	7cfe067003f32ce8	7cfe067003f32ce8	NA	NA	NA	NA	no	
time_series	figure-html/autocorrelation-2.png	image	match	27622	27622	bcc5caa70f561681	bcc5caa70f561681	NA	NA	NA	NA	no	
time_series	figure-html/basic_plot-1.png	image	match	97622	97622	21826eca423c88bb	21826eca423c88bb	NA	NA	NA	NA	no	
time_series	figure-html/basic_plot_bivar-1.png	image	match	108115	108115	7f0e024792df8dfa	7f0e024792df8dfa	NA	NA	NA	NA	no	
time_series	figure-html/decomposition-1.png	image	match	103656	103656	dc0b412c57012d50	dc0b412c57012d50	NA	NA	NA	NA	no	
time_series	figure-html/forecast_plot-1.png	image	match	122255	122255	4ea87bb804095f49	4ea87bb804095f49	NA	NA	NA	NA	no	
time_series	figure-html/missings-1.png	image	match	96832	96832	0cb60b819c11d291	0cb60b819c11d291	NA	NA	NA	NA	no	
time_series	figure-html/moving_averages-1.png	image	match	150556	150556	9cba7681c49e31a0	9cba7681c49e31a0	NA	NA	NA	NA	no	
time_series	figure-html/nb_reg-1.png	image	match	122284	122284	86253607e8b55377	86253607e8b55377	NA	NA	NA	NA	no	
time_series	figure-html/periodogram-1.png	image	match	37508	37508	c82f2c5526699ed5	c82f2c5526699ed5	NA	NA	NA	NA	no	
time_series	figure-html/plot_farrington-1.png	image	match	87400	87400	c4ed7494bd4ad888	c4ed7494bd4ad888	NA	NA	NA	NA	no	
time_series	figure-html/plot_glrnb-1.png	image	match	84874	84874	2bdeec5cf3a1eff6	2bdeec5cf3a1eff6	NA	NA	NA	NA	no	
time_series	figure-html/plot_interrupted-1.png	image	match	118420	118420	4cd3f6039adbaf1e	4cd3f6039adbaf1e	NA	NA	NA	NA	no	
time_series	figure-html/plot_nb_reg_bivar-1.png	image	match	122716	122716	d42865182fec0bf6	d42865182fec0bf6	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-2-1.png	image	match	115245	115245	86b203775c496735	86b203775c496735	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-2-2.png	image	match	22569	22569	31fab12e5981b2d5	31fab12e5981b2d5	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-2-3.png	image	match	9697	9697	7f9edf394823bc54	7f9edf394823bc54	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-2-4.png	image	match	63354	63354	e7ed4e9b6a7bb67c	e7ed4e9b6a7bb67c	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-3-1.png	image	match	103207	103207	a66bc75d9fbd1c87	a66bc75d9fbd1c87	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-3-2.png	image	match	22943	22943	04fe0df2a56ad9e9	04fe0df2a56ad9e9	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-3-3.png	image	match	16969	16969	e5f2652b411e98c3	e5f2652b411e98c3	NA	NA	NA	NA	no	
time_series	figure-html/unnamed-chunk-3-4.png	image	match	58772	58772	4ef59059de3a17fe	4ef59059de3a17fe	NA	NA	NA	NA	no	
transmission_chains	figure-html/transmission_chains_cluster-1.png	image	match	18215	18215	22d4b789efb7c528	22d4b789efb7c528	NA	NA	NA	NA	no	
transmission_chains	figure-html/transmission_chains_pairwise-1.png	image	match	17916	17916	e74869b2104bcf59	e74869b2104bcf59	NA	NA	NA	NA	no	
